Age,Gender,Country,Job Title,Trading Volume per Month (USD),Deposit Volume per Month (USD),Withdrawal Volume per Month (USD),Current Balances (USD)
32,Male,USA,Quantitative Analyst,5981.71,24276.59,25851.75,2912.9
61,Male,France,Risk Manager,27995.11,19685.81,10671.3,41558.97
34,Male,Japan,Broker,48895.66,5020.62,1487.01,15457.59
58,Female,Canada,Trader,33069.58,11573.93,6479.93,54480.03
71,Male,UK,Market Strategist,18769.42,22922.4,6506.31,900.99
64,Female,China,Wealth Manager,7392.85,8605.95,28479.77,45968.3
61,Other,Canada,Financial Advisor,7726.5,27641.85,27725.44,29492.46
51,Female,Brazil,Broker,18201.38,27442.35,9052.77,20236.03
22,Other,Japan,Quantitative Analyst,35719.13,16609.38,132.87,44464.95
62,Female,Germany,Trader,1687.78,18977.63,15534.08,85454.9
44,Other,Japan,Wealth Manager,42623.66,19613.89,23927.34,65539.47
69,Male,India,Broker,47083.42,7791.13,8094.72,15994.16
40,Female,India,Quantitative Analyst,44451.94,10991.38,13199.37,49887.31
57,Female,Australia,Financial Advisor,45660.04,4121.44,5225.04,93167.11
76,Other,France,Broker,865.43,27749.9,9855.49,43922.48
31,Other,India,Wealth Manager,48891.84,21729.29,22777.65,47054.62
32,Female,USA,Compliance Officer,18381.22,1438.37,12877.02,94135.77
60,Other,Germany,Financial Advisor,43477.13,16504.15,13445.76,13580.82
50,Male,Japan,Compliance Officer,9421.76,10325.06,23697.07,73504.15
70,Female,France,Risk Manager,22381.63,24467.87,22901.03,29916.14
48,Male,France,Portfolio Manager,2303.8,10346.81,5655.23,86589.17
52,Female,Brazil,Market Strategist,2099.79,19342.3,12487.4,5436.25
34,Male,Canada,Portfolio Manager,47169.48,5013.92,25473.29,99040.16
45,Female,Australia,Trader,40549.27,16784.73,13729.29,76860.88
36,Other,Japan,Quantitative Analyst,26538.32,8851.88,19869.82,28433.3
63,Female,Australia,Broker,26320.36,4988.41,9213.57,76085.59
71,Male,France,Risk Manager,37462.86,18596.81,1833.78,92296.98
79,Female,India,Broker,17149.27,19177.3,4988.73,11291.74
40,Male,UK,Compliance Officer,38117.28,29501.45,12081.54,91357.84
49,Male,Australia,Analyst,24301.92,20089.73,10636.34,36017.44
57,Male,USA,Broker,31932.08,15495.51,26874.44,645.93
30,Other,UK,Financial Advisor,48244.99,27382.99,16391.4,11242.1
76,Female,Germany,Quantitative Analyst,23618.65,24857.01,18833.3,88479.39
37,Male,UK,Broker,20978.39,16484.95,20676.05,98266.65
52,Other,USA,Quantitative Analyst,45296.88,15364.9,15972.2,89537.2
22,Male,Canada,Quantitative Analyst,45138.77,28261.98,23100.89,44153.66
26,Female,Japan,Risk Manager,49621.69,18532.95,23503.86,96141.01
46,Other,Australia,Compliance Officer,27588.06,21427.69,10574.01,40685.02
23,Male,India,Wealth Manager,17278.65,2646.04,2589.32,11369.61
80,Male,Canada,Compliance Officer,12095.46,21563.25,29591.31,34094.15
42,Male,USA,Risk Manager,1801.41,7977.22,19296.49,99842.12
48,Female,Canada,Market Strategist,36363.76,3510.36,21282.04,62594.56
39,Other,Australia,Financial Advisor,11750.46,25497.5,22713.05,33999.87
19,Other,Canada,Market Strategist,30371.38,20751.17,18408.25,62417.91
62,Other,Germany,Analyst,45837.96,12256.55,14153.5,42913.58
22,Male,Brazil,Wealth Manager,47515.66,12970.93,29540.86,4954.86
77,Other,Australia,Market Strategist,320.07,5953.68,21843.34,20112.76
44,Male,Japan,Quantitative Analyst,15922.04,336.05,25383.17,1923.53
42,Female,UK,Quantitative Analyst,41885.16,10513.31,13218.28,25479.22
25,Other,Australia,Portfolio Manager,26868.62,4495.01,27148.09,73956.5
72,Male,USA,Portfolio Manager,40394.69,12680.72,21977.92,19331.86
18,Other,Canada,Trader,42680.83,25023.06,22396.53,52805.64
37,Other,Australia,Quantitative Analyst,22187.05,3486.89,2653.59,70160.37
61,Female,Canada,Portfolio Manager,18013.25,2798.02,18542.83,54868.24
40,Other,India,Analyst,22826.12,27067.96,10089.74,1537.05
49,Female,China,Wealth Manager,32674.48,22366.93,20086.6,36334.2
28,Other,Japan,Market Strategist,18421.24,1639.44,17068.01,44163.05
56,Other,France,Risk Manager,38771.92,2433.14,3380.13,34275.34
64,Other,China,Portfolio Manager,45209.24,20563.48,15923.13,54626.38
71,Other,Australia,Compliance Officer,14187.33,11141.81,13565.19,51315.37
41,Other,USA,Wealth Manager,48252.98,21738.99,23304.48,18745.02
28,Other,Brazil,Wealth Manager,31173.99,12163.4,15104.02,75197.4
46,Female,Japan,Trader,43920.62,29035.21,14460.81,16116.37
71,Female,France,Analyst,5285.43,20847.78,21598.75,45896.54
43,Male,India,Broker,12649.81,1446.14,20074.21,75630.22
33,Other,Brazil,Trader,16118.85,9948.53,29756.04,69726.23
52,Female,UK,Portfolio Manager,15210.83,16930.01,10590.98,43218.59
37,Other,Canada,Compliance Officer,8675.87,4299.12,20666.28,78892.04
63,Other,China,Broker,43423.23,125.48,5059.39,71375.79
20,Female,Brazil,Quantitative Analyst,20988.75,2425.28,24146.59,38453.59
18,Other,Canada,Analyst,48160.2,15751.69,23595.36,89551.34
80,Female,France,Portfolio Manager,29215.27,18986.04,21788.33,14195.95
75,Female,India,Wealth Manager,7005.89,2832.46,3615.57,35848.21
70,Male,France,Market Strategist,27340.65,19971.44,29626.96,69780.97
64,Male,India,Compliance Officer,49677.9,18532.87,28281.19,87297.75
18,Male,India,Trader,28302.07,28199.91,11134.24,32257.97
34,Male,Germany,Portfolio Manager,193.28,25228.23,17340.61,56124.24
19,Other,Germany,Wealth Manager,46660.69,28300.09,26672.16,1183.97
46,Other,Japan,Compliance Officer,11821.23,28984.92,14864.59,37084.28
37,Male,Germany,Analyst,34457.6,13252.22,17994.94,33093.5
23,Female,Germany,Risk Manager,25802.5,14662.92,18117.12,84247.09
25,Female,Canada,Wealth Manager,16339.14,8484.58,19495.19,7397.67
46,Female,Australia,Financial Advisor,14203.71,15277.55,17286.24,6211.46
65,Female,China,Market Strategist,46445.12,4563.91,12208.03,44270.2
68,Other,China,Analyst,45605.1,20159.36,16207.41,40738.9
50,Female,UK,Portfolio Manager,25705.43,796.73,26149.71,16155.99
20,Female,USA,Compliance Officer,12998.91,7107.05,25929.9,26334.42
77,Male,India,Financial Advisor,5206.87,6281.75,23187.75,97419.45
52,Female,France,Compliance Officer,7913.16,28139.78,12452.52,51318.26
22,Other,Canada,Quantitative Analyst,26160.36,4389.81,23589.88,8785.31
44,Female,India,Broker,15460.72,26728.72,11666.3,4974.68
61,Female,USA,Broker,2199.2,3774.53,19938.86,4193.79
29,Other,Germany,Quantitative Analyst,22812.85,19538.4,17044.47,38901.9
37,Male,UK,Compliance Officer,37334.85,9630.58,9035.74,86561.74
62,Other,Germany,Risk Manager,44595.59,9514.27,13613.7,83291.66
37,Male,India,Broker,29305.67,29948.22,24919.33,36788.64
26,Female,UK,Wealth Manager,36192.28,6819.98,27386.95,77442.36
56,Male,USA,Quantitative Analyst,18267.12,6116.67,6198.6,75224.85
21,Male,France,Compliance Officer,24862.29,17700.58,13713.63,48299.54
68,Male,France,Trader,36508.38,22235.53,13033.49,40438.77
71,Female,Japan,Broker,36410.15,29476.01,14696.01,18054.86
36,Male,Brazil,Portfolio Manager,21283.86,21057.34,29299.94,27877.1
55,Male,Brazil,Trader,27229.0,16878.04,15586.34,33869.54
44,Female,France,Risk Manager,46200.38,12303.49,24910.8,81271.78
62,Other,Brazil,Broker,31636.68,17873.63,19934.92,55295.3
60,Other,China,Portfolio Manager,32164.47,18045.01,3260.37,20091.45
30,Other,Australia,Trader,39252.55,6570.46,20884.92,9582.76
30,Female,USA,Portfolio Manager,5849.62,20152.7,19429.42,49666.38
77,Female,Australia,Quantitative Analyst,26191.93,6172.49,22766.14,66631.66
74,Other,Brazil,Broker,47975.64,14724.15,2279.73,81888.36
39,Male,Germany,Wealth Manager,18146.85,7833.09,7277.16,79731.47
45,Other,Japan,Wealth Manager,14816.81,9418.39,23090.2,82415.57
69,Female,Brazil,Financial Advisor,30100.28,18435.62,11149.95,44784.73
64,Male,Canada,Broker,11133.86,1981.33,27329.03,86565.75
70,Male,India,Quantitative Analyst,27841.66,410.44,15554.23,44460.83
62,Female,UK,Portfolio Manager,7867.04,3962.07,80.76,16812.13
39,Male,Germany,Quantitative Analyst,29031.69,5102.77,20980.14,39737.85
60,Other,India,Analyst,30158.72,5976.3,15428.25,34002.51
36,Female,China,Risk Manager,20978.18,23229.24,9546.98,39217.68
25,Female,Japan,Trader,19199.05,13433.4,662.2,65861.93
69,Female,Canada,Risk Manager,12348.37,14124.59,6002.45,65691.65
25,Female,China,Quantitative Analyst,16613.02,19347.81,4889.74,22490.15
59,Male,China,Wealth Manager,24967.46,21886.81,17506.48,31593.06
43,Female,China,Compliance Officer,12458.18,155.08,23098.14,59535.49
65,Female,France,Risk Manager,39163.44,25708.92,7076.46,8412.85
68,Male,India,Compliance Officer,35480.86,29653.62,20946.81,68866.42
43,Female,UK,Market Strategist,13538.36,3698.13,26999.74,17889.23
40,Male,Australia,Quantitative Analyst,4962.01,19549.86,18666.5,85071.11
60,Male,Canada,Trader,108.98,122.29,23280.65,40158.77
30,Female,Australia,Wealth Manager,29876.27,1518.43,6166.73,22080.59
45,Other,Canada,Quantitative Analyst,10647.05,8585.78,2294.41,66782.04
26,Female,USA,Financial Advisor,727.87,25399.8,10993.36,55403.08
37,Other,France,Risk Manager,18018.36,19592.4,21284.76,17193.56
73,Male,Canada,Quantitative Analyst,48103.72,13402.34,20598.65,82716.1
36,Other,Brazil,Trader,34528.15,13186.02,28654.62,45328.91
65,Female,Brazil,Analyst,42902.41,14008.3,18917.85,15224.49
56,Female,USA,Financial Advisor,7322.48,9365.44,12367.97,79618.2
68,Other,UK,Broker,3757.08,26337.55,23924.09,13343.45
29,Female,Japan,Quantitative Analyst,675.34,17057.68,4634.38,96803.85
32,Other,France,Compliance Officer,47787.55,14544.3,24400.02,44180.98
48,Male,China,Analyst,15080.12,13979.04,11009.62,72822.23
72,Other,India,Broker,23029.3,28078.0,4662.6,45196.77
31,Other,Germany,Quantitative Analyst,19786.73,21723.67,4906.11,18756.27
28,Other,France,Financial Advisor,36549.8,4387.2,29508.74,75811.4
43,Other,USA,Wealth Manager,15567.25,13137.26,18715.52,28935.7
59,Male,Brazil,Risk Manager,26819.1,8686.75,5269.22,68241.78
44,Male,India,Financial Advisor,49779.56,29606.72,8093.45,25737.27
28,Male,Canada,Broker,22258.77,12491.1,11193.79,24110.83
55,Other,UK,Portfolio Manager,27608.45,2082.71,1724.19,45744.56
51,Male,UK,Market Strategist,25176.15,12365.8,3297.05,81623.94
60,Female,Japan,Analyst,40178.99,9674.44,22864.54,61363.31
36,Male,Japan,Compliance Officer,13415.3,18007.5,23616.88,6466.89
23,Other,France,Financial Advisor,8604.86,6821.04,29647.63,73386.47
63,Female,Germany,Financial Advisor,37729.25,1127.41,2074.51,57977.1
69,Other,USA,Market Strategist,20839.35,2921.62,26681.07,62356.55
55,Female,India,Wealth Manager,45694.93,8530.27,9550.62,35357.82
66,Other,Brazil,Analyst,32243.55,10482.26,9869.13,55616.17
59,Other,USA,Trader,28260.72,25041.79,3862.1,37188.87
45,Female,USA,Compliance Officer,3615.81,8138.59,29589.69,8150.57
18,Male,Australia,Broker,36547.55,993.22,29430.63,84443.03
52,Female,Australia,Portfolio Manager,34333.41,23432.97,25951.65,67802.67
57,Female,Canada,Analyst,32039.59,26074.08,2768.86,67043.9
25,Female,Germany,Financial Advisor,13468.69,14794.57,25257.41,19367.88
76,Female,Canada,Analyst,47342.29,8583.57,19056.69,66359.66
69,Female,India,Analyst,16150.59,23175.59,3906.82,23203.06
71,Other,Brazil,Quantitative Analyst,7696.32,316.51,7889.64,68753.47
64,Other,Brazil,Market Strategist,49361.34,27724.65,20692.26,33353.05
73,Male,USA,Quantitative Analyst,37337.69,25972.67,24113.05,15751.38
24,Male,Japan,Broker,20797.87,16367.75,25450.21,90626.43
28,Female,Brazil,Wealth Manager,46802.23,8363.56,16337.72,10465.03
56,Male,Japan,Analyst,4646.76,1033.7,16061.87,76178.78
78,Male,Japan,Trader,4474.29,29994.72,20542.06,10177.57
21,Female,India,Portfolio Manager,34154.31,22874.11,23342.79,68471.96
42,Other,Germany,Risk Manager,8980.81,10194.36,5159.04,11038.56
29,Other,USA,Quantitative Analyst,45865.26,627.2,22208.14,50882.45
43,Male,Brazil,Broker,42033.92,19196.79,10283.51,18799.57
55,Other,China,Broker,15387.72,29607.77,11543.57,86658.16
63,Other,Germany,Analyst,44453.1,21226.83,2377.5,40148.46
29,Male,Australia,Wealth Manager,2240.1,2557.25,17673.2,1542.63
60,Female,China,Financial Advisor,27477.03,12098.24,2847.93,62816.13
68,Male,India,Trader,46784.58,3320.04,27398.41,44513.91
70,Male,Germany,Analyst,42783.61,27369.21,18648.06,85973.93
54,Male,India,Risk Manager,17868.06,9945.91,29708.94,43314.42
63,Female,Germany,Quantitative Analyst,9225.23,22014.63,7407.28,41114.05
70,Female,Japan,Compliance Officer,10605.98,2586.48,20404.04,45409.32
41,Female,USA,Wealth Manager,25773.94,3896.02,28934.68,85985.4
33,Female,Brazil,Risk Manager,29878.97,20400.66,8992.42,58682.26
74,Male,France,Risk Manager,1737.43,25312.22,2934.86,66936.24
30,Other,UK,Analyst,20736.22,6083.43,19037.6,72041.09
42,Male,USA,Compliance Officer,41536.32,12579.2,11014.67,93751.55
78,Female,Japan,Analyst,22272.01,18601.54,8228.08,83752.06
71,Other,Japan,Compliance Officer,8541.85,23898.48,29807.95,92728.43
71,Male,France,Broker,47747.53,18864.49,22635.57,34330.49
74,Other,Japan,Trader,13387.15,2908.01,14587.57,21484.0
69,Female,China,Wealth Manager,39941.57,16307.44,1547.6,20338.95
71,Other,Japan,Broker,9770.33,26543.97,5788.89,85780.11
21,Other,Australia,Wealth Manager,21216.32,26047.31,8998.41,83059.12
28,Female,Brazil,Quantitative Analyst,24572.08,17571.22,14641.54,65041.16
49,Other,USA,Financial Advisor,25081.7,29871.1,14942.63,6294.24
66,Male,UK,Trader,25872.05,3198.46,790.76,31804.82
24,Other,China,Wealth Manager,11324.88,14383.93,28303.52,73420.13
63,Male,China,Financial Advisor,25844.18,23264.95,16307.08,24856.88
75,Other,UK,Financial Advisor,24137.47,4274.09,640.83,62405.89
28,Other,Japan,Financial Advisor,10515.1,29183.86,21054.99,54274.12
45,Female,Germany,Analyst,49410.76,10653.69,2186.98,26267.24
71,Female,China,Financial Advisor,43291.61,10536.69,21649.05,93433.8
58,Male,China,Analyst,44390.06,6435.17,21059.7,25673.9
40,Female,USA,Broker,34310.0,8676.12,29548.45,89479.12
62,Female,France,Compliance Officer,8078.86,17348.79,10294.02,54093.19
40,Female,Australia,Market Strategist,28447.79,12909.16,4372.6,9182.8
67,Female,UK,Analyst,41089.84,5841.68,2801.48,83362.48
45,Female,Japan,Analyst,2032.95,24283.74,2198.2,79143.2
60,Male,India,Analyst,24842.57,1914.07,24319.48,83097.45
64,Male,India,Trader,19866.53,25047.85,21570.51,63814.85
74,Female,Germany,Risk Manager,10685.02,8284.41,29278.66,71161.56
43,Female,China,Risk Manager,18974.68,14902.3,9310.12,90705.8
42,Male,China,Trader,49176.53,11462.88,24102.92,12769.83
71,Other,France,Trader,36189.84,17139.53,2835.77,8303.78
46,Male,China,Risk Manager,15046.9,23889.9,27121.2,12507.56
36,Other,India,Risk Manager,30307.22,29680.13,1602.32,87007.16
50,Female,UK,Financial Advisor,12408.15,9216.47,23647.11,56293.42
53,Female,Germany,Portfolio Manager,30581.11,16636.44,9255.3,17606.53
31,Male,France,Wealth Manager,44818.72,14006.93,5476.73,14171.21
31,Female,Australia,Risk Manager,27888.15,29967.9,21150.21,44542.36
52,Other,India,Trader,36693.66,24276.96,26881.55,81573.41
47,Other,Canada,Portfolio Manager,22721.62,11942.66,22935.57,80517.67
45,Male,USA,Trader,26253.78,14332.53,9427.34,85125.31
34,Other,France,Portfolio Manager,34784.25,7416.4,10639.44,76894.47
20,Male,France,Analyst,40639.01,22669.66,5719.67,6161.98
33,Male,India,Quantitative Analyst,33006.62,25364.09,24730.64,72016.69
63,Other,Germany,Portfolio Manager,48876.85,28951.36,3257.45,51896.13
47,Other,USA,Compliance Officer,41009.15,16996.58,27101.26,72641.22
69,Other,UK,Broker,38880.29,20136.96,18053.97,48428.27
46,Other,UK,Compliance Officer,42270.57,13409.46,17686.21,48353.91
62,Other,China,Analyst,14132.43,18293.4,25142.75,12613.47
32,Other,Canada,Market Strategist,21659.15,10495.03,20042.62,90522.52
63,Other,Brazil,Market Strategist,28266.7,22143.79,9161.97,37462.18
73,Female,India,Compliance Officer,23173.08,729.88,10517.98,58237.41
42,Male,Germany,Market Strategist,42388.15,902.28,5232.97,20715.63
68,Male,USA,Portfolio Manager,1450.72,21497.82,13948.69,36888.89
55,Other,Germany,Compliance Officer,10537.85,27923.95,3349.14,87057.74
59,Male,Brazil,Trader,44097.16,18985.86,19608.44,20959.94
76,Other,UK,Analyst,3049.1,21809.52,5118.4,20610.56
64,Female,Germany,Market Strategist,11426.72,24726.83,25924.76,26049.91
70,Male,UK,Trader,17627.39,10882.14,21028.85,57466.11
71,Male,UK,Wealth Manager,37561.95,3288.0,26750.76,52068.82
69,Female,Canada,Analyst,28053.02,27996.11,2656.58,17532.2
75,Female,UK,Analyst,47734.77,28160.19,23965.35,69196.9
55,Female,Japan,Risk Manager,11470.96,13283.12,26430.1,90754.0
40,Male,UK,Compliance Officer,43618.81,6554.23,1384.87,19882.89
42,Male,USA,Analyst,14217.38,26776.01,29972.32,67295.38
59,Female,USA,Financial Advisor,12350.36,21267.38,9054.3,58638.46
24,Female,USA,Portfolio Manager,24968.92,296.44,6391.05,32893.9
39,Female,France,Quantitative Analyst,3653.1,3276.21,12476.41,61783.06
34,Female,India,Wealth Manager,19276.92,29496.83,308.63,20990.89
35,Female,India,Analyst,17848.23,1191.94,26582.89,83395.48
66,Other,India,Quantitative Analyst,8089.07,8512.52,8091.3,2221.21
58,Female,Japan,Broker,43053.66,16477.47,15671.67,56706.3
27,Other,USA,Risk Manager,19355.89,5571.45,18725.61,31878.02
27,Male,China,Financial Advisor,49097.82,7000.02,23743.2,88136.07
74,Male,India,Market Strategist,44995.43,10621.38,7543.67,49936.63
24,Other,Brazil,Broker,9821.05,8123.15,21528.53,80248.8
65,Female,Brazil,Portfolio Manager,25305.6,24110.52,3573.94,92382.03
78,Male,Germany,Financial Advisor,30130.03,15033.22,21141.84,33434.96
67,Female,France,Wealth Manager,40966.13,8394.67,27582.9,88034.19
55,Female,China,Quantitative Analyst,44293.57,9427.23,2596.54,72627.89
44,Other,UK,Risk Manager,31238.5,1243.96,3545.25,10817.44
69,Male,USA,Analyst,1853.2,1529.29,16738.96,10391.99
50,Male,Japan,Wealth Manager,24115.69,21551.33,1439.69,81734.54
18,Other,France,Broker,44251.7,3431.68,5662.35,46831.61
61,Female,Canada,Compliance Officer,35733.07,14300.11,5746.25,49515.03
70,Female,Canada,Wealth Manager,43520.08,25278.85,14463.36,89124.65
77,Male,Australia,Quantitative Analyst,33736.58,11085.18,7492.19,90380.33
51,Other,UK,Quantitative Analyst,2297.35,10405.28,14291.91,11270.6
21,Other,USA,Wealth Manager,48403.53,26197.8,15659.21,37364.83
34,Female,France,Quantitative Analyst,45909.13,25952.27,21932.8,89522.68
21,Female,Canada,Wealth Manager,6416.32,26410.1,28382.47,81985.43
60,Other,Australia,Trader,5723.29,17178.82,15137.23,72100.88
71,Male,Japan,Market Strategist,27000.02,28571.51,10682.41,10196.72
43,Female,USA,Market Strategist,37876.84,24577.97,7798.17,62119.46
21,Other,Canada,Broker,19170.44,12498.25,19057.98,58185.14
18,Other,India,Portfolio Manager,6905.47,18905.18,28290.37,16716.71
24,Other,Brazil,Broker,25576.75,3697.58,22951.41,77385.88
47,Male,Australia,Quantitative Analyst,16944.55,16562.4,6222.77,31197.7
67,Female,Japan,Analyst,17653.42,7931.32,26804.46,62062.57
26,Female,Canada,Wealth Manager,32284.78,8542.24,22078.62,36183.55
78,Female,Japan,Financial Advisor,44291.84,3815.26,3881.95,8439.52
52,Male,UK,Compliance Officer,27973.73,10778.07,21398.43,52479.49
25,Female,Germany,Broker,34411.37,14467.64,8716.2,30664.31
78,Female,Australia,Compliance Officer,33031.35,18030.62,14767.33,7131.3
41,Female,France,Risk Manager,27602.2,9180.84,9041.93,19850.89
36,Female,France,Compliance Officer,15606.83,23777.83,2567.57,61885.58
53,Male,Canada,Financial Advisor,18951.93,15652.75,23069.08,10138.2
67,Other,India,Market Strategist,15853.62,19159.66,24869.08,8746.63
69,Other,India,Trader,45883.16,8380.4,6997.77,94402.16
76,Female,UK,Quantitative Analyst,41348.27,24433.37,7227.16,10752.34
60,Female,France,Broker,29009.43,18747.02,12927.23,37605.97
44,Female,Australia,Market Strategist,45620.95,25877.35,24353.51,13341.09
49,Male,Brazil,Risk Manager,44331.79,4840.55,2364.18,93926.91
31,Female,India,Quantitative Analyst,46391.95,11450.86,24270.91,48116.14
74,Male,France,Analyst,11166.52,3434.83,27685.55,11111.92
35,Female,Germany,Market Strategist,35903.4,6505.04,16867.05,76881.64
45,Female,Australia,Quantitative Analyst,30500.3,11866.7,1858.72,78078.66
77,Other,Brazil,Market Strategist,36718.15,26842.73,8123.11,90119.95
46,Female,Germany,Portfolio Manager,13242.63,16733.37,3386.02,70565.54
33,Male,France,Analyst,34770.97,9944.83,7815.54,5471.63
52,Other,Canada,Portfolio Manager,20550.44,22419.63,24362.87,55031.15
64,Male,China,Financial Advisor,41721.18,639.5,1717.25,38403.99
76,Other,China,Analyst,39788.75,11134.26,8550.52,74858.11
76,Male,UK,Financial Advisor,10646.74,18044.91,15532.68,59092.9
48,Other,UK,Financial Advisor,9274.38,17517.96,26227.53,72520.05
21,Male,Brazil,Risk Manager,35914.81,18246.36,7536.97,18044.39
54,Male,Germany,Quantitative Analyst,27568.7,6384.45,23360.9,43707.1
34,Female,France,Compliance Officer,27904.57,10145.52,17527.89,43210.43
56,Other,France,Compliance Officer,37650.51,27950.39,20307.26,98097.46
65,Other,Canada,Portfolio Manager,42763.04,29220.57,25859.97,1911.02
63,Female,Japan,Wealth Manager,12024.3,9395.55,841.15,81604.29
43,Male,UK,Compliance Officer,27821.42,19352.89,15915.52,9711.16
65,Male,Japan,Compliance Officer,41464.84,7276.84,22429.07,8037.81
56,Other,Japan,Analyst,43652.43,11087.43,26543.86,32817.65
58,Male,Canada,Market Strategist,14441.73,23780.42,4024.19,70076.69
21,Other,Japan,Portfolio Manager,5297.28,15060.3,10276.48,67844.63
47,Other,Japan,Portfolio Manager,11717.88,25495.22,2402.75,62788.06
47,Male,Canada,Risk Manager,47280.43,18880.77,25056.28,77455.11
39,Male,India,Financial Advisor,23177.74,18886.19,25728.12,23237.81
28,Male,Japan,Financial Advisor,20986.83,1064.71,14533.38,63384.44
19,Female,UK,Trader,752.91,22502.63,672.82,63803.75
61,Other,Canada,Risk Manager,2645.63,29337.1,3110.83,65433.55
29,Male,Australia,Broker,33467.93,14217.21,18749.53,59445.36
47,Female,Japan,Broker,29532.37,4799.47,29479.44,22152.29
53,Male,India,Broker,28818.86,29310.48,25173.98,91429.89
35,Other,UK,Quantitative Analyst,5605.11,8739.27,23947.77,97600.46
43,Female,USA,Market Strategist,17667.85,12305.48,12568.2,68918.67
70,Other,UK,Risk Manager,40636.67,2367.12,29557.11,44407.97
80,Male,Germany,Quantitative Analyst,8828.07,3369.56,24757.94,53719.08
24,Male,Australia,Financial Advisor,44146.09,6536.14,10102.8,10837.15
78,Male,China,Financial Advisor,6161.77,16476.56,22467.31,36339.59
18,Female,France,Financial Advisor,8540.55,16755.79,13004.06,97613.44
80,Female,Germany,Financial Advisor,23939.72,18207.0,19830.65,54772.23
75,Female,Canada,Risk Manager,47270.47,17535.32,29103.11,56062.75
43,Female,Canada,Risk Manager,16544.43,14882.35,7431.22,95397.99
40,Male,France,Quantitative Analyst,32945.08,24072.85,23860.32,88635.42
43,Male,Brazil,Wealth Manager,29474.7,28020.3,17731.71,56871.64
62,Male,Brazil,Broker,7566.17,8129.35,28501.63,26899.08
23,Female,France,Market Strategist,12483.53,3949.3,4077.18,11693.14
23,Female,Canada,Risk Manager,46514.62,12781.36,21605.3,86365.14
61,Male,UK,Wealth Manager,9323.0,841.35,1162.74,92009.15
25,Male,Australia,Quantitative Analyst,34780.99,26505.4,7434.28,49428.49
41,Female,India,Market Strategist,48238.25,7229.2,9659.59,9454.86
39,Other,China,Financial Advisor,6063.35,16501.43,12996.06,60622.47
36,Male,Australia,Risk Manager,20019.18,3497.09,28960.73,36746.14
54,Male,France,Financial Advisor,11274.21,16620.06,2074.66,15786.07
35,Male,Canada,Broker,11155.92,1217.85,5111.04,91914.34
48,Female,Brazil,Compliance Officer,6037.39,23075.76,6131.26,23944.91
79,Male,Canada,Quantitative Analyst,32512.6,28664.87,12748.7,71116.15
54,Male,Brazil,Market Strategist,37342.54,9243.93,1867.96,42937.79
47,Male,Australia,Risk Manager,33872.02,7783.53,28964.32,82792.09
74,Male,Germany,Compliance Officer,46240.36,13467.45,16817.56,70083.49
59,Male,UK,Analyst,7369.37,18618.21,24407.94,12316.0
50,Other,Australia,Wealth Manager,16060.28,5709.43,23186.33,44961.17
27,Other,UK,Compliance Officer,17294.18,24109.07,19841.71,25978.86
54,Male,Japan,Broker,11680.9,5996.12,27137.06,71358.45
29,Male,Australia,Quantitative Analyst,7196.03,213.95,27076.39,54468.88
71,Male,USA,Portfolio Manager,24386.5,15751.3,3876.77,34018.12
47,Male,USA,Analyst,41738.54,3498.73,27062.75,32946.01
44,Female,UK,Analyst,47731.53,20962.25,15740.54,11448.7
56,Female,Japan,Portfolio Manager,6554.1,5065.73,8078.69,21382.18
26,Female,UK,Trader,41175.55,24530.54,18274.59,71346.62
71,Other,France,Trader,41246.6,14137.53,8463.06,60990.45
38,Male,USA,Compliance Officer,19510.01,17010.02,14396.29,35559.59
29,Female,Canada,Market Strategist,5590.48,5638.23,24502.31,83611.56
72,Male,UK,Broker,49501.4,4443.31,1014.33,48441.29
46,Male,UK,Risk Manager,32814.09,18957.21,5533.52,79443.42
50,Other,China,Compliance Officer,49111.57,7701.05,28699.65,78118.02
60,Other,India,Trader,24234.41,11608.47,13380.7,84799.9
79,Female,India,Trader,19820.13,14409.5,9134.56,84977.17
70,Female,Brazil,Wealth Manager,12434.56,6927.53,27702.22,67906.26
32,Other,Japan,Quantitative Analyst,49180.24,23872.94,27340.86,74942.35
19,Other,USA,Compliance Officer,12737.54,28185.76,1375.06,77690.72
69,Male,USA,Risk Manager,1285.76,12985.2,10906.22,16915.94
56,Male,India,Financial Advisor,25672.17,27530.57,27389.01,30024.48
70,Female,UK,Trader,18914.82,26486.35,5434.17,10423.97
61,Female,UK,Financial Advisor,13142.99,5023.11,17367.49,18937.14
71,Other,USA,Market Strategist,31766.95,5242.79,9657.3,77828.73
35,Female,Japan,Market Strategist,18277.0,14348.28,22110.13,94711.04
20,Male,Germany,Broker,20172.32,15799.42,4789.96,67363.55
24,Other,France,Trader,1249.98,10266.84,17901.79,88604.77
60,Male,China,Analyst,29494.64,9421.98,50.25,31797.67
35,Other,USA,Broker,6191.34,12969.45,7614.28,84579.56
61,Other,Brazil,Analyst,10768.86,20729.85,4906.85,33878.59
55,Male,Germany,Market Strategist,35884.18,2577.59,6334.43,89416.67
54,Female,USA,Wealth Manager,15730.81,21331.93,25819.77,79804.58
75,Female,China,Portfolio Manager,8244.19,27790.9,27448.16,98359.72
50,Female,India,Portfolio Manager,28913.46,22917.03,22663.2,82727.27
61,Female,USA,Risk Manager,10823.73,5790.72,17723.69,39820.97
